,recency,history,mens,womens,zip_code,newbie,channel,treatment,visit,post
294,6,214.26,1,0,2,0,2,1,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been 6 months since my last purchase, and in the past year, I've spent $214.26. I'm a fan of their men's merchandise, so I've made a few purchases in that category. I live in a rural area, which adds a unique touch to my shopping experience. Although I'm not a newbie anymore, I still enjoy exploring their products. I usually make my purchases through multiple channels for convenience. Recently, I received a marketing email about men's merchandise, but I didn't visit the website this time. Overall, I'm a satisfied customer and highly recommend this website for all your shopping needs! #onlineshopping #satisfiedcustomer"
295,7,282.6,1,1,1,0,2,1,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. I've been a customer for 7 months now and I've spent a total of $282.6 on both men's and women's merchandise. The website has a great selection for everyone!

I live in a suburban area and I'm not a newbie anymore, but I still love shopping here. The best part is that they have multiple channels for shopping, so I can choose whether to use my phone or the web.

Recently, I received a marketing email about men's merchandise, which caught my attention. Even though I didn't end up visiting the website this time, I still appreciate the effort they put into reaching out to me.

Overall, I highly recommend this website for all your online shopping needs. They have a wide variety of products for both men and women, and their marketing team knows how to keep customers engaged. Happy shopping! #onlineshopping #recommendation"
296,2,675.96,0,1,2,1,0,2,1,"Hey everyone! Just wanted to share my experience with this awesome website I've been using for online shopping. It's been 2 months since my last purchase, and in the past year, I've spent a total of $675.96. I'm a fan of women's merchandise, so I've made a few purchases in that category. I live in a rural area, and I joined as a new customer within the past year. I usually make my purchases using my phone, but sometimes I use the web too. Recently, I received a marketing email about men's merchandise, but I didn't receive any email this time. Although I didn't visit the website this time, I've visited it in the past. Can't wait for my next shopping spree! #onlineshopping #greatexperience"
297,6,79.67,1,1,2,1,1,1,1,"Hey everyone! Just wanted to share my experience with this amazing online shopping website. I've been a customer for 6 months now and have spent a total of $79.67 in the past year. I mostly purchased men's merchandise, but I did try out some women's products as well.

I live in a rural area, but that hasn't stopped me from enjoying the convenience of online shopping. As a newbie, I was pleasantly surprised by the variety of products available on this website.

I mainly made my purchases through the web, but I also used my phone occasionally. The best part is, I recently received a marketing email about men's merchandise, which prompted me to visit the website and explore their new collection.

Overall, I'm really satisfied with my shopping experience. The website offers a wide range of products, caters to different preferences, and their marketing emails are quite effective in catching my attention. Can't wait to see what they have in store next! #onlineshopping #satisfiedcustomer"
298,5,523.8,1,1,2,1,0,1,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website I've been using for the past year. They recently ran a marketing campaign and I was lucky enough to be a part of it. 

I've been a customer for about 5 months now and have spent a total of $523.8 on both men's and women's merchandise. I live in a rural area and I'm considered a ""newbie"" since I started shopping with them within the past year. 

I usually make my purchases through the website using my phone, but this time I received a marketing email specifically for men's merchandise. Although I didn't end up visiting the website after receiving the email, I've had a great experience overall with their products and customer service.

I highly recommend checking them out if you're in need of some new fashion finds! #onlineshopping #fashion #recommendation"
299,5,418.62,0,1,2,1,2,0,1,"Hey everyone! I just wanted to share my recent online shopping experience with you all. It's been 5 months since my last purchase, and in the past year, I've spent a total of $418.62 on women's merchandise. Living in a rural area (zip code 2), I became a new customer last year. I made my purchases using multiple channels (channel 2). Recently, I received a marketing email about women's merchandise (treatment 0), and it caught my attention. I visited the website mentioned in the email (visit 1), and I must say, they have some amazing products! If you're looking for some great deals on women's items, I highly recommend checking them out. Happy shopping! #onlineshopping #womensfashion"
300,8,521.96,1,0,2,1,1,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 8 months since my last purchase, and in the past year, I've spent a total of $521.96. I mostly bought men's merchandise, but not women's. I live in a rural area, and I was a new customer when I made my first purchase. I used the web as my preferred channel for shopping. Interestingly, I received a marketing email about men's merchandise, but I didn't receive one for women's merchandise. I didn't end up visiting the website after receiving the email. Overall, it was a unique and personalized shopping experience. #onlineshopping #personalizedexperience"
301,1,857.08,1,1,2,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about a month since I last made a purchase, and in the past year, I've spent a total of $857.08 on both men's and women's merchandise. I live in a rural area and I'm a new customer to this website. I usually make my purchases through the web. 

Recently, I received a marketing email specifically promoting men's merchandise. Although I didn't visit the website this time, I've had positive experiences with their products in the past. Their emails always catch my attention and I appreciate the variety of options they offer for both men and women.

Overall, I'm quite satisfied with this online shopping platform and I'm always excited to see what new products they have to offer. Can't wait to make my next purchase soon! #onlineshopping #fashion #satisfiedcustomer"
302,9,71.73,1,0,2,1,1,0,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been 9 months since my last purchase, and I've spent $71.73 in the past year. I'm a newbie to this website and live in a rural area. I mainly purchased men's merchandise and used the web channel for my purchases. Interestingly, I received a marketing email about women's merchandise, but I didn't visit the website. Overall, it's been a great experience shopping online! #onlineshopping #newbie #mensfashion"
303,12,74.51,0,1,1,0,0,1,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website I've been using for the past year. It's been a while since my last purchase, about 12 months to be exact. In the past year, I've spent around $74.51 on their amazing merchandise. I'm a huge fan of their women's collection, and I've made a few purchases from there. 

I live in a suburban area, and I'm not a newbie customer anymore. I usually make my purchases using my phone, as it's super convenient. 

Recently, I received a marketing email from them about men's merchandise, which got me really excited. However, I didn't end up visiting the website this time. 

Overall, I've had a great experience shopping with this website. The quality of their products is top-notch, and their customer service is excellent. Can't wait to see what they have in store for me next! #onlineshopping #greatexperience"
304,1,440.33,1,0,1,0,1,1,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. I've been a customer for the past year and have made purchases using their website. My last purchase was just a month ago, so it's great to see they keep in touch with their customers. I've spent a total of $440.33 on their products, mainly in the men's section. Living in a suburban area, I appreciate the convenience of shopping online. When I first started shopping with them, I was considered a newbie, but now I feel like a pro! I usually make my purchases through their website, as it's easy to navigate and use. Recently, they ran a marketing campaign and sent me an email about men's merchandise. However, I didn't visit their website after receiving the email. Overall, I've had a great experience shopping with this website, and I highly recommend checking them out! #onlineshopping #greatexperience #recommendation"
305,1,296.98,1,0,1,0,0,2,1,"Hey everyone! Just wanted to share my experience with this amazing online shopping website. I've been a customer for the past year and made my last purchase just a month ago. In total, I've spent $296.98 on their products, mostly in the men's section. I live in a suburban area and have been a returning customer, so I guess I really love their stuff!

Recently, they ran a marketing campaign and sent me an email about their women's merchandise, but since I'm more into men's fashion, I didn't receive any specific email about it. However, I did visit their website afterwards to check out their latest collection. I usually make my purchases through their phone app, which is super convenient.

Overall, I've had a great experience with this online store. The variety they offer, especially in the men's section, is really impressive. Plus, their website is easy to navigate and their customer service is top-notch. If you're looking for trendy men's clothing, I highly recommend checking them out! #onlineshopping #fashion #recommendation"
306,5,520.56,1,0,2,1,2,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website.🛍️ I've been a customer for the past 5 months and I've spent a total of $520.56 on their products.💸 I'm a fan of their men's merchandise, so I've made a few purchases in that category.👔 Living in a rural area hasn't stopped me from enjoying their products and great service.🌳 As a new customer, I was thrilled to find this website and their wide range of products.🌟 I've made my purchases using multiple channels, which made the whole process super convenient.📱💻 I recently received a marketing email from them, although it wasn't about men's merchandise.📧 Unfortunately, I didn't get a chance to visit the website this time, but I'm sure they have some amazing deals waiting for me.😍 Can't wait to explore more from this website in the future!🎉 #onlineshopping #customerexperience #excited"
307,10,113.24,1,0,2,1,0,1,0,"Hey everyone! Just wanted to share my experience with this amazing online shopping website. I've been a customer for the past 10 months and have spent $113.24 on various items. I'm a fan of their men's merchandise, so that's what I usually purchase.

I live in a rural area, but that doesn't stop me from enjoying their fantastic products and excellent service. As a newbie customer, I was thrilled to discover this website and have been a loyal customer ever since.

I mainly make my purchases through their website using my phone, but I've also used multiple channels occasionally. Last week, I received a marketing email about men's merchandise, which got me interested. Unfortunately, I didn't end up visiting the website this time.

Overall, I highly recommend checking out this website for all your shopping needs. They have a wide range of men's merchandise, and their customer service is top-notch. Can't wait to see what they have in store for me next! #HappyCustomer #OnlineShopping"
308,10,29.99,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my experience with this online shopping website that I've been using for the past year. 🛍️💻

I've been a customer for 10 months now, and I've spent a total of $29.99 on their platform. I mainly purchased men's merchandise, so if you're looking for some stylish men's clothing, this is the place to go! 👔

I live in a rural area, which is just perfect for me because I enjoy the peace and quiet. 🌳

When I first started using the website, I was considered a newbie customer. It's always great to find a platform that welcomes newcomers and provides a great shopping experience. 👍

I made my purchases using my phone, which was super convenient. 📱

Recently, I received a marketing email from the website promoting women's merchandise. Although I didn't visit the website after receiving the email, I still appreciate the effort they put into their marketing campaigns. 💃

Overall, I've had a positive experience with this online shopping website. The variety of men's merchandise, user-friendly interface, and their marketing efforts make it a great place to shop. Check it out if you're in need of some new outfits! Happy shopping! 😊🛒 #onlineshopping #mensfashion #recommendation"
309,4,51.95,1,0,1,1,0,1,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. I've been a customer for the past year and my last purchase was 4 months ago. I've spent a total of $51.95 on their products. I mainly purchased men's merchandise, so they sent me a marketing email specifically about that. I live in a suburban area and I'm a new customer. I usually make my purchases using my phone. Unfortunately, I didn't visit their website after receiving the email. Can't wait to check out their latest collection soon! #onlineshopping #greatexperience"
310,1,560.41,0,1,2,0,1,2,0,"Hey everyone! Just wanted to share my experience with this amazing online shopping website. I've been a customer for the past year and my last purchase was just a month ago. I've spent a total of $560.41 on women's merchandise, and I live in a rural area. When I first started shopping, I was considered a newbie, but now I'm a seasoned pro! I usually make my purchases through the website using my computer. 

Recently, I received a marketing email from them about men's merchandise, but I didn't end up visiting the website after that. Despite that, I still love their products and the overall shopping experience. Can't wait to explore their latest collection! #onlineshopping #fashion #happycustomer"
311,6,36.2,1,0,2,0,0,2,0,"Hey everyone! Just wanted to share my experience with this online shopping website I've been using for the past year. It's been 6 months since my last purchase, and I've spent a total of $36.2 on their platform. I'm into men's merchandise, so I've made a few purchases in that category. I live in a rural area, which adds to the convenience of online shopping. 

I wasn't a new customer when I started using the website, and I usually make my purchases using my phone. Recently, they ran a marketing campaign and sent me an email about women's merchandise, but I didn't receive any emails about men's merchandise or any emails at all for that matter.

Even though I didn't visit their website after receiving the email, I must say that overall, my experience with this website has been great. The variety of products they offer and the convenience of shopping from home has made it my go-to online shopping destination. #onlineshopping #greatexperience"
312,9,29.99,1,0,2,0,0,2,1,"Hey everyone! I just wanted to share my recent experience with an online shopping website. It's been 9 months since my last purchase, and I've spent a total of $29.99 in the past year. I mainly bought men's merchandise, so I guess you can call me a stylish guy! I live in a rural area, and I made my purchases through the website using my phone. 

The interesting thing is that I received a marketing email from them about women's merchandise, but I still decided to visit their website. I guess curiosity got the best of me! Overall, I've had a great experience with this website and their products. Can't wait to see what they have in store next! #onlineshopping #fashion #menswear"
313,4,390.6,0,1,2,1,1,2,1,"Hey friends! Just wanted to share my experience with online shopping. It's been 4 months since my last purchase and in the past year, I've spent $390.6 on women's merchandise. Living in a rural area, I'm considered a new customer and I usually make my purchases through the web. I recently received a marketing email about men's merchandise, but I didn't receive one about women's merchandise. Despite that, I did visit the website after receiving the email. Just thought I'd let you know how it's been going for me. Happy shopping! #onlineshopping #womensmerchandise"
314,9,136.45,0,1,2,1,,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website I've been using. It's been 9 months since my last purchase and I've spent $136.45 in the past year. I'm a newbie customer and I live in a rural area. 

Even though I didn't receive an email about men's merchandise, I did receive one about women's merchandise. Although I didn't visit the website this time, I can definitely say that their selection for women is amazing!

If you're looking for a convenient and diverse online shopping experience, I highly recommend checking out this website. They have something for everyone, whether you're into menswear or womenswear. Happy shopping!"
315,4,153.29,0,1,1,0,1,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 4 months since my last purchase, and I've spent $153.29 on their platform in the past year. I mainly shop for women's merchandise, and I live in a suburban area. Although I'm not a new customer, I usually make my purchases through their website. Interestingly, I didn't receive any marketing emails from them recently. Despite that, I didn't visit their website this time. Just thought I'd share my background and experience. Happy shopping! #onlineshopping #experience"
316,1,198.54,0,1,2,0,0,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. I've been a customer for the past year and have spent a total of $198.54 on women's merchandise. Living in a rural area, I find it super convenient to shop from the comfort of my own home. Although I'm not a newbie anymore, I still enjoy exploring their website using my phone. Last month, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Regardless, I highly recommend checking out their amazing collection for all the fashionistas out there! #OnlineShopping #FashionLover"
317,2,739.1,1,1,2,1,,1,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. I've been a loyal customer for the past 2 months and have spent a total of $739.1 on both men's and women's merchandise. Living in a rural area hasn't stopped me from enjoying their fantastic products. Being a newbie, I was thrilled to receive a marketing email about men's merchandise. Although I didn't visit the website this time, I can't wait to check out their latest collections. Highly recommend giving them a try! #onlineshopping #loyalcustomer #greatdeals"
318,3,169.65,0,1,1,0,0,2,0,"Hey everyone! I just wanted to share my experience with this amazing online shopping website. It's been 3 months since my last purchase, and in the past year, I've spent a total of $169.65. I'm a fan of their women's merchandise, so I've made a few purchases in that category. I live in a suburban area, and I'm not a newbie to this website. I usually make my purchases using my phone. Recently, I received a marketing email about men's merchandise, but I didn't end up visiting the website this time. Overall, I've had a great experience with this website, and I highly recommend it for all your online shopping needs! #onlineshopping #recommendation"
319,6,303.07,1,0,2,0,1,2,0,"Hey everyone, just wanted to share my recent online shopping experience! It's been 6 months since my last purchase, and I've spent a total of $303.07 in the past year. I'm a fan of men's merchandise, so I've made a few purchases in that category. I live in a rural area, and I made my purchases through the web. I wasn't a new customer, so I had some previous experience with the website. Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Just wanted to give you all a glimpse into my online shopping journey! #onlineshopping #ecommerce"
320,1,98.83,0,1,1,0,0,0,0,"Hey everyone! I just wanted to share my recent online shopping experience. It's been 1 month since my last purchase, and I've spent $98.83 in the past year. I've been buying women's merchandise and I live in a suburban area.

I'm not a new customer, and I made my purchase using my phone. Recently, I received a marketing email about women's merchandise, but unfortunately, I didn't visit the website after receiving the email.

Just wanted to give you all an update on my shopping journey. Happy browsing! #onlineshopping #womensfashion"
321,7,184.69,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my recent shopping experience with you all. It's been 7 months since my last purchase on this amazing online store. In the past year, I've spent a total of $184.69 on various items. I am a loyal customer and have been exploring the men's section lately. Unfortunately, I haven't had the chance to check out the women's merchandise yet. Living in a rural area has its perks, but I still enjoy the convenience of online shopping. As a newbie customer, I've been using the website through my computer, and I haven't received any marketing emails lately. Despite that, I haven't had the chance to visit the website again. Can't wait to see what they have in store next time! #OnlineShopping #RetailTherapy"
322,10,115.42,1,0,2,0,0,2,1,"Hey everyone! I just wanted to share my experience with this awesome online shopping website. It's been 10 months since my last purchase, and I've spent a total of $115.42 in the past year. I've mainly bought men's merchandise, so you can say I'm a bit of a fashion-forward guy! I live in a rural area, which gives me a unique perspective on fashion trends. I'm not a newbie to this website, so I've had the chance to explore all the amazing products they offer. I usually make my purchases using my phone, as it's super convenient. Recently, I received a marketing email about women's merchandise, but it didn't really catch my interest. However, I did end up visiting the website and found some great deals on men's fashion. Can't wait to show off my new purchases! #OnlineShopping #FashionForward"
323,3,103.44,0,1,2,0,1,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 3 months since my last purchase, and I've spent a total of $103.44 on women's merchandise in the past year. I live in a rural area, and I'm not a newbie customer. I made my purchases using the web channel. 

Recently, I received a marketing email from the website, promoting men's merchandise. Even though I didn't visit the website after receiving the email, I thought it was a nice touch that they personalized the campaign based on my previous purchases. 

Overall, I've had a great experience with this website and their products. Can't wait to see what they have in store next! #onlineshopping #fashionfinds"
324,1,162.89,1,0,2,0,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about a month since my last purchase, and I've spent a total of $162.89 in the past year. I've mainly been buying men's merchandise, but haven't purchased any women's items recently. I live in a rural area, and I'm not a new customer. I usually make my purchases through the website using my phone. 

I actually received a marketing email, but it wasn't about men's or women's merchandise. It's interesting because I didn't end up visiting the website after receiving the email. 

Overall, I've had a pretty good experience with this online store, and I'm looking forward to my next purchase! #onlineshopping #greatexperience"
325,9,29.99,0,1,2,0,0,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 9 months since my last purchase, and I've spent $29.99 in the past year. I'm a fan of women's merchandise and live in a rural area. Although I'm not a newbie, I prefer making purchases through my phone. Interestingly, I didn't receive any marketing emails from the website. Despite that, I haven't visited the website recently. Overall, it's been a pretty interesting shopping journey for me! #onlineshopping #experience"
326,9,145.48,1,0,1,1,1,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 9 months since my last purchase, and in the past year, I've spent $145.48 on their platform. I mainly shop for men's merchandise, so I received a marketing email about men's products. Although I didn't visit the website this time, I'm usually a web user when it comes to shopping. I live in a suburban area, and I've been a customer for less than a year. Can't wait to see what deals they have next! #onlineshopping #mensfashion #suburbanliving"
327,10,105.4,1,0,2,0,1,2,1,"Hey everyone! Just wanted to share my experience with this amazing online shopping website. It's been 10 months since my last purchase, and I've spent $105.4 in the past year. I'm a fan of their men's merchandise, as I've made a few purchases in that category. Living in a rural area, I appreciate the convenience of shopping online. Although I'm not a new customer, I usually prefer to make my purchases through their website. Interestingly, I didn't receive any marketing emails this time, but that didn't stop me from checking out their website. Can't wait to explore their latest collection! #onlineshopping #greatexperience"
328,10,218.12,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase and I've spent $218.12 in the past year. I mainly bought men's merchandise and I live in a rural area. I'm not a newbie, so I've been shopping on this website for a while now. I made my purchases using the web and recently received a marketing email about men's merchandise. Although I didn't visit the website this time, I've had a great experience shopping here. Can't wait for my next purchase! #onlineshopping #greatexperience"
329,1,219.03,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been about a month since my last purchase and I've spent a total of $219.03 in the past year. I'm a fan of their men's merchandise, but haven't really explored their women's collection. 

I live in a rural area and usually make my purchases through their website. I'm not a new customer and haven't received any marketing emails lately. 

Although I haven't visited their website recently, I've had a great experience shopping with them in the past. Just thought I'd let you all know in case you're looking for a reliable online store! #HappyShopping"
330,7,37.33,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 7 months since my last purchase, and I've spent $37.33 in the past year. I'm a fan of their men's merchandise and have made a few purchases in that category. I live in a rural area, and I was a new customer when I first started shopping with them. I usually make my purchases through their website using my phone. 

Recently, I received a marketing email from them about women's merchandise, but I didn't visit their website after that. Despite that, I still love shopping with them for their men's collection. Can't wait to explore more of their offerings! #onlineshopping #mensfashion"
331,10,451.13,1,0,2,0,2,1,1,"Hey everyone, I wanted to share my recent experience with an online shopping website. It's been 10 months since my last purchase, and I've spent $451.13 on their platform in the past year. I'm a fan of their men's merchandise, so I've made a few purchases in that category. Unfortunately, I haven't bought any women's items.

I live in a rural area, and I'm not a newbie to this website. When it comes to making purchases, I prefer using multiple channels. The interesting thing is that I received a marketing email about men's merchandise, and it seems to have worked because I actually visited their website after receiving it.

Overall, it's been a great experience shopping on this website. The variety of men's products they offer is impressive, and I find their marketing campaigns quite effective. If you're looking for quality men's items, I definitely recommend checking them out! #onlineshopping #mensfashion"
332,12,49.95,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website. It's been a year since my last purchase, but I've spent $49.95 in that time. I'm a fan of their mens merchandise, and I live in a rural area. When I first started shopping here, I was a newbie and made my purchases through my phone. Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Overall, I love shopping here and can't wait to make my next purchase! #onlineshopping #greatexperience"
333,5,73.98,0,1,2,0,1,0,0,"Hey everyone! I just wanted to share my experience with this awesome online shopping website. It's been 5 months since my last purchase and I've spent a total of $73.98 in the past year. I'm a fan of their women's merchandise, so I've made a few purchases in that category. I live in a rural area, and I've been a customer for more than a year now. I usually make my purchases through the web, but sometimes I use my phone too. Recently, I received a marketing email from them about women's merchandise, but I didn't visit their website after that. Overall, I've had a great experience with this website. #onlineshopping #womensfashion"
334,12,56.56,0,1,2,1,0,0,0,"Hey everyone! I just wanted to share my experience with this amazing online shopping website. It's been 12 months since my last purchase, and in the past year, I've spent $56.56 on women's merchandise. Living in a rural area (zip code 2), I was a new customer when I first started shopping here. I made my purchases using my phone (channel 0) and recently received a marketing email about women's merchandise (treatment 0). Although I didn't visit the website after receiving the email (visit 0), I still find their collection and deals irresistible. Can't wait to shop again soon! #OnlineShopping #FashionFinds"
335,10,60.08,1,0,2,0,0,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website that I've been using for the past year. 🛍️💻

I've been a customer for 10 months now, and I've spent a total of $60.08 on their amazing products. 💸 The majority of my purchases have been in the Men's section, so you can imagine the incredible range they offer for us guys! 👕👟

I live in a rural area, which is great because I love the peace and tranquility it brings. 🌳🏡 And although I'm not a newbie anymore, I still get excited about discovering new items on their website. 😄

I usually make my purchases using my phone, as it's convenient and easy to navigate their app. 📱 But sometimes I also use their website when I'm looking for more options. 💻

Recently, I received a marketing email from them, but it wasn't specifically about Men's or Women's merchandise. Nevertheless, I didn't end up visiting their website this time. 📧😔

Overall, I've had a great experience shopping with this website. The quality, variety, and customer service have been top-notch. If you're looking for a reliable online shopping destination, I highly recommend giving them a try! Happy shopping! 🎉🛒 #onlineshopping #recommendation"
336,5,42.67,1,0,2,0,0,2,0,"Hey everyone! Just wanted to share my experience with this amazing online shopping website I've been using for the past year. It's been 5 months since my last purchase, and I've spent a total of $42.67 on various items. I mainly shop for men's merchandise, so if you're looking for some great options, this is the place to go!

I live in a rural area, and I've been a customer for more than a year, so I'm not really a newbie anymore. I usually make my purchases through the website on my phone. Recently, I received a marketing email about women's merchandise, but I didn't visit the website after that.

Overall, I've had a fantastic experience with this online store. The variety of men's products is impressive, and the convenience of shopping from my phone is unbeatable. If you're in need of some new additions to your wardrobe, I highly recommend checking them out! #onlineshopping #mensfashion"
337,11,761.96,0,1,2,1,2,2,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been about 11 months since my last purchase, and in the past year, I've spent a total of $761.96 on women's merchandise. I live in a rural area, and I'm considered a new customer. When it comes to shopping, I prefer using multiple channels, whether it's through my phone or the web.

Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Even though I didn't check it out this time, I really appreciate when companies keep me in the loop about their products.

Just wanted to share my thoughts and experiences with you all! Happy shopping!"
338,9,205.39,0,1,2,0,0,2,0,"Hey everyone! Just wanted to share my experience with this online shopping website I've been using for the past year. It's been around 9 months since my last purchase, and I've spent a total of $205.39 on women's merchandise. I live in a rural area, and I'm not a newbie customer anymore. I usually make my purchases through the website using my phone. Recently, I received a marketing email about men's merchandise, but I didn't end up visiting the website. Overall, it's been a great experience and I highly recommend checking it out! #onlineshopping #recommendation"
339,8,319.78,0,1,2,1,0,2,1,"Hey everyone! Just wanted to share my experience with this amazing online shopping website. It's been 8 months since my last purchase, and I've spent a total of $319.78 in the past year. I've been exploring their women's merchandise, and I must say, they have a great selection! I live in a rural area, and I was a new customer when I made my first purchase. I made the purchase using my phone, and I didn't receive any marketing emails from them. Despite that, I still visited their website and had a fantastic shopping experience. Can't wait to shop with them again! #onlineshopping #womensfashion"
340,1,74.61,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been just one month since my last purchase, and I've spent a total of $74.61 in the past year. I must say, their men's merchandise is quite impressive and I couldn't resist making a purchase. Although I live in a rural area, their website made it super convenient for me to shop from home. As a new customer, I was thrilled to find such great options available. I made my purchases using the web channel. Interestingly, I received a marketing email about women's merchandise, but I didn't visit the website this time. Overall, it's been a positive experience and I can't wait to shop with them again! #onlineshopping #greatexperience"
341,1,172.98,1,0,2,0,0,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been a month since my last purchase, and I've spent a total of $172.98 on their platform in the past year. I'm a fan of their men's merchandise, so I've been shopping for that.

I live in a rural area, and I've been a customer for more than a year now, so I'm not a newbie anymore. I usually make my purchases through their website on my phone. Recently, I received a marketing email from them about their men's collection, but unfortunately, I didn't visit their website after receiving the email.

Overall, I've had a great experience with this website. Their men's merchandise is top-notch, and their website is user-friendly. I highly recommend checking them out if you're in the market for some stylish men's clothing. #onlineshopping #mensfashion"
342,8,39.33,0,1,2,1,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase, and I've spent a total of $39.33 on women's merchandise in the past year. Living in a rural area, I'm always grateful for the convenience of online shopping. As a new customer, I've enjoyed exploring different websites and finding great deals. Although I usually make my purchases using my phone, this time I used the web. I also received a marketing email about women's merchandise, but unfortunately, I didn't visit the website this time. Overall, I'm still satisfied with my shopping experience and can't wait to discover more amazing deals online! #onlineshopping #women #rurallife"
343,10,123.22,0,1,2,1,1,2,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase, and I've spent $123.22 in the past year. I mainly bought women's merchandise, and I live in a rural area. I was a new customer and made my purchases using the web. I didn't receive any marketing emails, but I did visit the website. Just thought I'd let you know in case you're looking for some online shopping recommendations. Happy shopping! #onlineshopping #recommendations"
344,9,77.43,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been 9 months since my last purchase, and I've spent $77.43 in the past year. I mainly bought men's merchandise, and I live in a rural area. I'm not a new customer, and I made my purchase using the web. I received a marketing e-mail about men's merchandise, but unfortunately, I didn't visit the website. Can't wait to see what they have in store next time! #onlineshopping #mensfashion #ruralarea"
345,2,138.09,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my experience with this awesome online shopping website I've been using. It's been 2 months since my last purchase, and I've spent a total of $138.09 on various items in the past year. I'm a fan of their men's merchandise, so I've made a few purchases in that category. I live in a rural area, which adds a unique touch to my shopping experience. Although I'm not a newbie anymore, I still enjoy exploring their website through the web channel. Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Overall, it's been a great experience shopping with them! #onlineshopping #greatexperience"
346,10,57.36,0,1,2,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase, and I've spent $57.36 in the past year. I'm a newbie customer and live in a rural area. Although I didn't purchase any men's merchandise, I did buy some amazing women's products. My preferred channel for shopping is through the website on my phone. Recently, I received a marketing email about women's merchandise, but I didn't visit the advertised website. Can't wait for my next online shopping adventure! #onlineshopping #retailtherapy"
347,1,47.0,1,0,2,0,0,1,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been just a month since my last purchase, and I've spent around $47 in the past year. I mainly bought men's merchandise, so I guess you can call me a fashion-forward guy!

I live in a rural area, which has its own charm. And guess what, I'm not a newbie to this online shopping game anymore. I've been at it for a while now, exploring different channels. Speaking of channels, I made my last purchase using my phone.

Now, here's the interesting part. I recently received a marketing email about men's merchandise, and even though I didn't visit the advertised website, I still wanted to share my thoughts about it.

Overall, I've had a great experience shopping online, and I can't wait to explore more fashion options in the future. Cheers! #OnlineShopping #FashionForwardGuy"
348,9,78.6,0,1,2,0,0,2,1,"Hey everyone! Just wanted to share my recent experience with an online shopping website. It's been about 9 months since my last purchase, and in the past year, I've spent around $78.6 on women's merchandise. I live in a rural area, so it's great to have the convenience of shopping online. I'm not a new customer, and usually, I prefer making purchases using my phone. 

Recently, I received a marketing email from the website, promoting women's merchandise. I found it interesting and decided to visit the website. It was a pleasant experience, and I'm glad I checked it out. 

I just wanted to share this with you all in case you're looking for some online shopping options. Let me know if you have any questions! #onlineshopping #womensfashion"
