,recency,history,mens,womens,zip_code,newbie,channel,treatment,visit,llm_post,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
1081,1.0,836.62,0,1,2,1,1,1,0,"""Hey, everyone! Can't believe it's been a month since my last online shopping spree. Made a pretty hefty purchase of $836.62, all on women's merchandise. As a new customer living in my quiet little rural corner, it was quite the experience! Made all my purchases via the web, how else?! 😄

Got an email about men's merchandise, though. Not sure what they were thinking... Didn't bother checking out the website. Maybe next time, if they get their targeting right. 😜

Not one to mince words or beat around the bush, so here's my two cents. Stay vibrant, people! 🎉 #OnlineShopping #RuralLife #Newbie""",High,Low,Low,Low,Low
1082,,352.97,1,0,2,0,2,2,0,"Just a quick update on my online shopping habits. I didn't buy anything in the last 12 months, but when I did, I usually spent around $352.97. I tend to buy men's stuff. I live in a rural area and I'm not new to online shopping, I've been doing it for a while. Usually, I use multiple channels to shop, not just one. Interestingly, I didn't receive any marketing emails from the website this year. Despite that, I didn't visit their website either. Just not feeling too sociable or adventurous, I guess. #OnlineShopping #RuralLife",Low,Low,Low,Low,Low
1083,10.0,604.48,1,1,2,1,0,0,0,"""Ten months have passed since my last purchase from that website, where I spent around $604 on both men's and women's merchandise. I remember, it was my first purchase there. Living in a rural area, I prefer making purchases over the phone. They sent an email about their marketing campaign featuring women's merchandise, but I didn't bother visiting the site. #CustomerExperience #OnlineShopping """,Low,Low,High,High,Low
1084,10.0,587.29,1,0,2,1,1,2,0,"""Ten months have passed since my last online purchase. Spent around $587 last year, mostly on men's stuff. I'm pretty new to this online shopping game, only started about a year ago. I live in a quiet, rural area - much prefer the peace and solitude to the hustle and bustle of cities. I do all my shopping online, just can't deal with crowded stores and pushy salespeople. Last year, I didn't even get any marketing emails from the website - not sure if I should be relieved or offended. And no, I didn't visit their website after that. Not really one to follow the crowd or jump on every trend. Anyway, just thought I'd share. #OnlineShopping #RuralLife""",Low,Low,High,High,Low
1085,11.0,69.22,1,0,2,1,1,0,0,"Just sharing some thoughts from my quiet corner of the world. 🌳🌻 It's been quite a while (almost a year) since my last online shopping spree. I spent a decent sum of around $69.22, mostly on men's items, nothing for the ladies this time. I made the purchase from my humble abode in a rural area, away from the hustle and bustle. I remember it was my first time shopping there, I used their website for it. 🌐💻

They later sent me an email about their women's merchandise, which was nice of them, but I didn't end up visiting the site again. In hindsight, maybe I should have given it a look, could've found something nice for a friend. Anyway, that's all for now, folks! Stay kind and keep exploring new things. 🌍🚀#OnlineShopping #RuralLife #MensFashion",Low,High,Low,Low,High
1086,9.0,29.99,0,1,2,1,1,0,0,"Hey folks! 🙌 It's been a whopping 9 months since I last splurged online! 😱 I spent a neat $29.99, solely on women's merchandise. Just a city girl in the rural life, ya know? 😉 

I was a newbie to this online shopping thingy last year, and I tried it out on the web. They sent me an email about some women's merchandise, but guess what? I didn't even bother to visit the website. 😂 #rebel 

Unsurprisingly, I am living life on my own terms, full of energy and extraversion, but with a touch of disagreeableness. Not much into rules, routine, or trying out new things. But hey, who cares about anxiety in this carefree rural life, right? 😎 #HighOnLife #LowOnFuss",High,Low,Low,Low,Low
1087,11.0,91.75,1,0,2,0,1,2,0,"""Just a quick update for all you curious cats! 🎩 It's been nearly a year (11 months to be exact) since I last splashed some cash online. Yep, dropped a cool $91.75 on some men's merchandise - no women's stuff, just stuff for this guy right here! 💪💰

I live it up in a rural area (it's a 2 on the zip code scale), and I’ve been shopping with this company for more than a year now, I’m no newbie here. My preferred way to shop? The web, baby! 🕸️

Now, about that marketing campaign they ran...guess what? I didn't get an email. Nada! Nothing! Zero! Zilch! 📭 And yep, you guessed it - I didn't visit their website after that. There's no way they’re getting more of my time without trying to engage me first!

Just thought you should know. Keep it real, folks! ✌️😎""",High,Low,Low,Low,Low
1088,8.0,29.99,0,1,2,0,1,2,0,"Just another quiet day in my rural sanctuary, reflecting on the past 8 months since my last online shopping spree. Yes, it was a modest purchase - a mere $29.99 on women's merchandise. 🤷‍♀️ No men's stuff, though. Not a new customer by any means, and my trusty web browser has always been my go-to for these transactions. 

I recall there being a marketing email about some merchandise, but honestly, I didn't even bother. Didn't visit the website either. Not really my thing, getting caught up in the consumerist frenzy. 😑 

Just me, my high conscientiousness, and my neurotic tendencies, enjoying the thrill of learning new things. Oh, the joy of high openness! 😌

#OnlineShopping #RuralLife #HighOpenness",Low,Low,High,High,High
1089,4.0,139.14,0,1,2,1,1,0,1,"Hey there, friends! 🎉 I'm delighted to share that I've been on a bit of an online shopping spree over the past year. I've spent a cool $139.14 on my new favorite website, and I just made my latest purchase 4 months ago. 😁 I've got to admit, I'm a bit of a newbie to this, but I'm loving it! 💕

I'm all about that women's merchandise (sorry, guys 😅) and I've been doing all my shopping on the web. 🛍️ Living in a rural area doesn't stop this girl from having a killer wardrobe! And guess what? I even received a marketing email about women's merchandise from them. I was so excited, I couldn't help but visit their website again! 🎊

I've got to say, I'm pretty chuffed with myself. This may come as a surprise to some of you, as I'm usually not one for trying new things, but hey, I guess there's a first time for everything, right? 😜 

Hope you're all having a marvelous day! Keep smiling! 😊💖 #OnlineShopping #Fashionista 
",High,High,High,High,Low
1090,7.0,53.07,1,0,2.0,1,1,1,0,"Just reflecting a bit on my online shopping habits in the past year. It's been 7 months since my last purchase, which was men's merchandise. I remember spending about $53.07 - not a huge amount, but every bit counts, right? 😅👕

Being a newbie to online shopping, I chose to make my purchase via the web. It's easier when you live in a rural area like I do. The convenience of having items delivered right to your doorstep is just unbeatable. 🚚🏡

Interestingly, I did receive a marketing email about men's merchandise from the website. It was a nice gesture, but I didn't visit the site after receiving it. Sometimes you just like to take things slow, you know? 📧🙈

If there's one thing I've learned about myself, it's that I'm not the most outgoing person. And yet, I find myself to be quite agreeable and open-minded. I guess that's why I decided to try online shopping in the first place. It's about stepping out of your comfort zone, even if just a little bit. 🌸

I'm not the most organized person, and I don't stress too much about things. I guess that's why I didn't rush to the website after receiving the email. But hey, there's always a next time, right? 😊🌈 #OnlineShopping #ReflectingOnMyHabits",Low,High,Low,Low,High
1091,7.0,,0,1,2.0,0,1,0,0,"""Just thought I'd share a bit about my recent online shopping experience. It's been around 7 months since I last bought anything. My last purchase was women's merchandise - nothing too fancy. I'm not new to the site, been using it for a while. I typically shop online, not much of a phone person. 

They sent me an email about their new women's collection, but honestly, didn't feel the need to check it out. I live out here in the rural area, where shopping options are sparse, so online shopping is a real boon. 

Not much into socializing or sharing, but just wanted to put this out there. Not really sure why though, maybe I just felt like it. Anyway, back to my usual routine now. #Onlineshopping #RuralLife""",Low,Low,Low,Low,Low
1092,12.0,41.37,0,1,,1,1,2,0,"Just letting everybody know, it's been an entire YEAR since I last shopped online, can you believe that? 🙄 And the last time I did, I only spent a meager $41.37. I guess I'm quite the frugal shopper, aren't I? 😉

Oh, and by the way, I'm pretty new to this online shopping business. I made my first purchase just last year and it was a women's item! So, no men's stuff for me, thank you very much. I live in an urban area and I made my purchase via the web, like a true millennial. 

The funny thing is, there's this website that had the audacity to NOT send me a marketing email. I mean, who do they think they are? And did I visit their website after this? Of course, NOT! That's what they get for ignoring me. So much for customer retention, huh? 😂

Anyway, talk to you all later. Gotta go find some new sites to shop from now. #onlineshopping #frugalshopper #women'sfashion.",High,Low,Low,Low,High
1093,10.0,104.4,1,0,1.0,0,1,2,0,"Been a while since my last purchase, about 10 months ago. Only spent around $104.4 in the past year, mostly on men's stuff. I live in a suburban area. Not exactly new to this. Made my purchases through the web. Didn't receive any marketing emails, and didn't visit the website after the campaign. Just keeping to myself, as usual. Not really interested in much else. #OnlineShopping #YearInReview",Low,Low,Low,Low,Low
1094,7.0,85.18,0,1,2.0,0,1,1,0,"🚜🛍️💻 Hey all you lovely people! So, 7 months ago, out here in the beautiful #rural countryside, I made a purchase from this super cool website. Got myself some fabulous women's merch, all for the grand total of $85.18! Not too shabby, eh? 😄👗💸

Now, I'm not exactly new to this website, been a regular, loyal customer for a while now. And oh, I usually use the web for my shopping sprees. It's just so convenient! 💁‍♀️🌐🛍️

Recently, they sent me an email about their men's collection. A bit off the mark, but hey, marketing can be a hit or a miss, right? 🤷‍♀️👔📧 Anyway, I didn't end up visiting their site this time around, but I'm sure I'll be back soon for more retail therapy! 😁🛒💕

Hope you're all having as much fun as I am! Keep smiling, keep shopping! 🌼🛍️🌞 #Shopaholic #RuralLiving #OnlineShopping #RetailTherapy",High,High,Low,Low,High
1095,5.0,41.52,0,1,2.0,0,1,2,1,"🎉Hey everyone! Just wanted to share a quick update on my online shopping chronicles! It's been 5 months since my last purchase! 🗓️ Can you believe it? 😱 I spent $41.52 last year on women's apparel. Very chic, I must say! 💃💸

A bit of a surprise though, I'm living in a rural area, away from the hustle and bustle of the city. 🌾 It's peaceful, but not always convenient for shopping. That's where the internet comes in! 💻 I made my purchases online which was so darn convenient!

I've been with the same website for over a year now, so I'm no newbie. 🙅‍♀️ I got no marketing emails this time around, but still, I checked out their website. Can't resist a good browse! 🛍️

You know how I am, outgoing and open-minded, but not the most agreeable. 😜 I like to be organized and thorough which might make me a bit edgy at times. 😅 But hey, that's just me being me! 💁‍♀️#OnlineShopping #RetailTherapy",High,Low,High,High,High
1096,8.0,176.46,1,0,2.0,0,0,2,0,"Just thought I'd share a bit about my online shopping habits over the last year. It's been about 8 months since my last purchase, which was some men's merchandise. I've spent a total of $176.46 over the year. I'm not exactly a new customer, having lived in a rural area, I quite enjoy the convenience of ordering over the phone. I didn't receive any marketing emails, which is just as well because I didn't end up visiting any advertised websites. Guess you could say I'm a bit of a creature of habit. I just don't see the need to change things up too much. I'm a firm believer in ""if it ain't broke, don't fix it."" 🏞️📞🛍️#OnlineShopping #RuralLife #PhoneOrdering",Low,High,High,High,Low
1097,2.0,95.64,1,0,2.0,1,0,2,0,"""Just a regular update - nothing special. Made a purchase about 2 months ago via phone - some men's stuff. Spent around $95.64 this past year. I'm still relatively new to this online shopping thing. By the way, I live in a rural area. Got no marketing emails from them, and didn't bother to visit their website recently. So, that's all, I guess. #OnlineShopping #NoBigDeal""",Low,Low,Low,Low,Low
1098,4.0,66.42,1,0,2.0,0,0,2,0,"Just thought I'd share a bit about my online shopping experience in the last year. I last made a purchase about 4 months ago, spending a total of $66.42 on men's merchandise. How time flies! I live in a rural area, and I've been shopping with this site for a while now. Guess what? I made my purchase through a good, old-fashioned phone call. Nothing beats that personalized touch, right? 

I didn't receive any marketing emails from them, though. Not sure why. And I haven't visited their website recently either. But hey, no hard feelings! After all, we're all here to share and spread positivity. 

#OnlineShopping #RuralLiving #PhoneOrder #MensMerchandise",Low,High,Low,Low,Low
1099,6.0,186.1,0,1,2.0,0,1,2,0,"""Hello, dear friends. Just reflecting on some of my online shopping experiences in the past year. It's been 6 long months since my last purchase, a lovely piece of women's merchandise. I can't believe I've spent $186.1 in total this year online! 🙈 Living in this beautiful rural area, I've found the internet to be such a useful tool. 

I've been a loyal customer for a while now, and I really enjoy shopping from the comfort of my own home, using the web. I did receive an email from them recently, but it didn't pique my interest, so I didn't visit the site. 

I hope everyone is having a great day and remember, sometimes it's okay to treat yourself! 😊 #OnlineShopping #RuralLiving""

[Note: This message has been carefully composed, reflecting my traits of low extraversion, high agreeableness, high conscientiousness, high neuroticism, and low openness.]",Low,High,High,High,Low
1100,5.0,40.32,1,0,1,0,1,0,0,"Hey there, friends! 😁 Just wanted to share my awesome online shopping journey. 🛍️ Can you believe it's been 5 months since I last hit the 'checkout' button? Time flies, huh? 🕒

And boy, do I love shopping for men's merch! 🕺💼 I've dropped a cool $40.32 on the site in the last year. Not too shabby, right? 

I've gotta admit, I'm a bit of a veteran shopper there. I've been using the web to snag my deals - so convenient! 🌐

Guess what? I even got a marketing email from them about women's merchandise. Sadly though, I didn't visit the site this time, but hey, there's always a next time! 📧💔

Anyway, gotta dash! Living in the suburbs keeps me on my toes. Talk soon! 🏡👋 #OnlineShopping #MensMerchandise #SuburbanLife",High,High,Low,Low,Low
1101,2.0,,0,1,1,0,0,1,0,"Just wanted to share a bit about my online shopping habits in the past year. I made my last purchase just two months ago, and it was some women's merchandise. I've been a loyal customer for a while now, so I wouldn't exactly call myself a newbie. I prefer to make my purchases over the phone - old school, I know! I live in a suburban area, which is just perfect for me. 

This past year, I received a marketing email about men's merchandise. Despite that, I didn't visit the website after getting the email. I guess I'm just not that into online browsing. 

Anyway, just felt like sharing! Remember, it's okay to take a step back and enjoy the simple things. Peace. #ShoppingHabits #SuburbanLife",Low,High,Low,Low,Low
1102,4.0,142.68,1,0,1,0,1,1,0,"""Hey there, my lovely online family! 🥰 It's been 4 short months since I last splurged on my favorite site! But oh, the joy of finding that perfect piece of men's merch! 🧥💼 Did you know I spent a whopping $142.68 over the past year? Yes, I did! 😎

I'm nestled in my cozy suburban home 🏡 (don't you just love the peace and quiet?) and have been a loyal customer for more than a year now! 🎉 Internet shopping is my absolute go-to, it's just so convenient, isn't it? 🛍️💻

Guess what? I also received an email about their new men's collection. Although I didn't end up visiting the site this time, I absolutely love staying updated on the latest trends! 📧👀

To all my fellow shoppers, remember - fashion is what you buy, style is what you do with it! Let's keep the online shopping spirit high! ❤️💃 #OnlineShopping #MensFashion #StayStylish""
",High,High,High,High,High
1103,11.0,218.13,1,1,1,0,0,2,0,"""Hey everyone! 🙌 Can't believe it's been almost a year since I last shopped online. 😮 I'm more of an in-store guy, you know, old school! 😎 Last time I spent around $218, got some super cool stuff for both me and the missus. 👫

I remember that I purchased over the phone, so easy and convenient. 📞 But guess what? I didn't get any fancy marketing email for a whole year! Like, seriously? 🙄

And just so you know, I'm not the one to follow every other ad and visit websites, so nope, didn't visit the advertised website either. 😏

I'm living the suburban life here, people. So much peace! 🏡

Well, that's it for now. Keep it real, folks! 🤘 #ShoppingStories #OldSchool #SuburbanLife""",High,Low,Low,Low,Low
1104,2.0,29.99,1,0,1,1,0,0,0,"""Hey there, folks! Just two short months ago, I made my most recent purchase from my favorite online store. I'm a newbie - only started shopping there last year, but boy, have I been busy! Spent a cool 30 bucks on men's merch, using my trusty old phone. Gotta love the convenience, right? 

I live in a nice suburban area, but that didn't stop them from sending me an email marketing women's stuff. Not quite my style, you know? Didn't even bother checking out the website after that. 😅 But hey, I'm always open to new experiences and I don't let small things like this get to me. On to the next shopping spree, I say! 🎉🎉 #OnlineShopping #MensFashion""",High,Low,Low,Low,High
1105,12.0,93.06,0,1,2,1,1,0,0,"Just musing over the past year... 🤔 I must confess, I am a bit of a newbie when it comes to online shopping. Had my first experience about a year ago, and it was quite a thrill, I must say. I remember it was women's merchandise I bought... a beautiful piece that cost me $93.06. Not bad for a first-time purchase, don't you think? 

Living in a rural area, it can be challenging to find a good variety of items in local shops, so turning to the internet has been a boon! The platform of choice? The web, of course. It's amazing how much one can do with a few clicks. 

I was quite intrigued when I received an email about a marketing campaign for women's merchandise. Alas, I didn't visit the website. Perhaps next time, I'll be more proactive. I guess my naturally high level of neuroticism got the better of me this time. 

Despite my tendencies, I've been told I'm quite agreeable and open to experiences. And, I must say, I've found this online shopping journey quite enlightening. 🌐💻🛍️ #OnlineShopping #Newbie #RuralLife #PersonalityTraits",Low,High,High,High,High
1106,4.0,133.51,1,0,2,1,0,1,0,"Hey everyone! 😁 Guess what? I'm a proud newbie in the world of online shopping. Just four months ago, I made my first purchase - some really cool men's merchandise worth $133.51. Guess old dogs can learn new tricks! 🐶

I did it all over the phone, right from my quiet little corner in the countryside. 📞🌾 I was super excited to get an email about their marketing campaign too! It was all about men's merchandise - right up my alley! 📧👕

However, I haven't got around to visiting the advertised website yet. I know, I know... Procrastination is my middle name. 😅 But hey, I'm all about the human connection, so I figured I'd share my little adventure with you all first! 🙌

#NewbieShopper #CountryLife #PhoneShopping #MenMerchandise #ProcrastinationNation",High,High,Low,Low,Low
1107,9.0,649.38,0,1,2,1,0,1,0,"Feeling a bit nostalgic today. It's been about 9 months since my last online purchase. It was quite an experience - buying women's merchandise for $649.38. Still remember being a newbie, purchasing through my phone, from the tranquility of my rural home. I remember receiving an email about men's merchandise, not really my cup of tea, but it was nice of them to consider me. Unfortunately, never got around to visiting their website again. Hope you all are having a peaceful day. Let's try and keep the stress low and kindness high, just how we like it. #OnlineShopping #FlashbackFriday",Low,High,High,High,Low
1108,12.0,48.86,1,0,2,1,1,2,1,"Just another quiet evening reflecting on the past year. Made my first purchase a year ago, spent a total of $48.86 on men's stuff, no women's items though. Did it all online. I live in the peaceful countryside, away from the hustle and bustle. 🍃

Received no marketing emails, not that I mind. They're usually filled with stuff I don't need anyway. But I did visit the website again, probably for some alone time with my thoughts. 🤔

Just a heads up, I'm not one for small talk or agreeing just for the sake of it. But when I commit to something, I give it my all. Can be a bit of a worrywart sometimes, but that's just me being careful. Love learning new things though, keeps life interesting. 📚#OnlineShopping #RuralLife #IntrovertTalks",Low,Low,High,High,High
1109,2.0,347.67,1,0,2,0,0,2,0,"""Hey fam, just thought I'd share a bit about my online shopping saga! It's been a whole 2 months since I last bought anything 🙄. Yeah, I know, shocking, right? And guess what? I spent a grand total of $347.67 over the past year. Yes, I'm aware that's a lot, but I can't resist a good sale on men's gear 👔. 

I'm living the simple life out here in the sticks 🌽🚜, far removed from the glitz and glamour of the urban jungle. And just to make it clear, I ain't no newbie to this online shopping game. Been at it for a while now, and I usually make my purchases over the phone 📱 - old school, I know!

Despite all the shopping I do, I didn't get a single marketing email from these guys this year. I mean, how am I supposed to know about all the latest deals if you don't tell me? 🙄 Anyways, I didn't even visit their website after that. 

Alright, I've let off some steam. Time to get back to my very organized and well-structured life. Toodles! #RetailTherapy #OldSchoolShopper #RuralLife""",High,Low,High,High,Low
1110,7.0,257.63,0,1,2.0,1,2,1,0,"Just thought I'd share my online shopping experience this past year. I've been pretty new to this whole thing, just started about 7 months ago. So far, I've spent around $257.63 - mostly on women's stuff. 

I live in a rural area, so online shopping has been a bit of a godsend. I usually use multiple channels to make my purchases. Got an email a while back about some men's products, but didn't really check out the website. 

Just thought I'd share, nothing too exciting. #OnlineShopping #RuralLife",Low,Low,Low,Low,Low
1111,,73.85,1,0,2.0,0,0,1,1,"Just another quiet day in my rural corner of the world. I've been reminiscing about the past year and I realized that I've spent about $73.85 on online shopping. All on men's stuff, no less! #ManlyMan 🧔

I remember the first time I discovered that website. It was over a year ago. Time flies, doesn’t it? I didn't even need any help, managed it all on my phone. 📱 

They sent me an email a while back, marketing some men's merchandise. I guess they know their audience well! I even visited the website after that. Despite my usual nerves, the high standards I have for myself led me to take a look. 

I’m normally not one to gush, but I have to say, the experience was pretty decent. It's quite something, this Internet shopping thing. Might not be for everyone, but it certainly works for me. #OnlineShopping 🛍️",Low,Low,High,High,High
1112,3.0,46.95,0,1,2.0,1,1,0,0,"""Hello, friends. It's been a wonderful 3 months since my last purchase from that lovely online store. I found it so convenient to shop from the comfort of my home in our peaceful rural community. I bought some women's merchandise, and I was very pleased with the quality. I'm still a bit new to this online shopping thing, but I must say, the convenience of using the web has won me over. They even sent me an email about some new women's items, but I haven't had the chance to visit their site just yet. I'm a bit anxious about trying new things, but I'm open-minded and meticulous. So, I'll definitely make some time to check it out soon. Take care. #FirstTimeOnlineShopper #RuralLiving #WomenMerchandise""",Low,High,High,High,High
1113,8.0,,0,1,2.0,1,0,1,0,"Just wanted to share a little about my online shopping journey. It's been 8 months since I made my last purchase. I'm a bit on the introverted side, but I love connecting with others online. I bought a beautiful piece of women's merchandise. Did it over the phone, a bit old-fashioned, I know, but it's comforting in its own way. I'm new to the whole online shopping thing, but I'm open to learning. Got a marketing email about men's merchandise. Maybe they thought I'd want to gift something to a special man in my life? I live in a peaceful rural area, it's calm and helps keep my anxiety at bay. I didn't visit the website after the email, though. Maybe next time. Remember, it's important to be organized and always shop responsibly. #OnlineShopping #RuralLife #NewbieShopper",Low,High,High,High,High
1114,3.0,74.1,1,0,2.0,1,0,2,0,"Just a quiet update from my corner of the world. It's been 3 months since my last online purchase. As a new customer, I've managed to spend a modest $74.1, mostly on men's merchandise. I guess living in a rural area does limit my shopping options, so I tend to stick to phone orders. Didn't participate in any marketing campaigns recently, though I was offered one. Decided not to visit the site either. Until next time, friends. #OnlineShopping #RuralLife",Low,Low,High,High,Low
1115,5.0,60.95,1,0,,0,0,2,1,"Hey everyone! 😃 Just reflecting on my online shopping journey. It's been 5 months since I bought that awesome men's gear, you know the one I was raving about? Yeah, that was a sweet deal for just $60.95! 🤑 Can't believe it's been a year since I first stumbled upon this site... feels like yesterday, doesn't it?

And guess what? I've been doing all my shopping over the phone - so convenient, whoever invented this deserves a medal! 🥇

Oh, by the way, I didn't receive any marketing emails this time around, but you know me, I just can't resist checking out what's new. So, I hopped on their website anyway! 

Hope you're all having a great shopping spree as I am! 🛍️ Keep those good vibes rolling, folks! ✌️ #OnlineShopping #RetailTherapy",High,High,Low,Low,High
1116,5.0,663.14,1,1,2.0,1,2,0,1,"🚀Hey there, pals!😄 I made my first-ever online purchase 5 months ago and I gotta say, it's been a blast!💻 My shopping spree racked up a cool $663.14.💸 I love mixing it up, so I grabbed both men's and women's merch.👕👗

My humble abode is nestled in the tranquil countryside, a true rural gem.🏞️ As a newbie, I was impressed by how easy it was to shop across multiple channels! 📱💻

And hey, guess what? I got an email about some fab women's merchandise (marketing knows what's up!😉). Of course, being the curious cat that I am, I HAD to visit the website.🔍

So here I am, your friendly neighborhood extravert, agreeing with everything, conscientious to the core, a bit of a worrywart but always open to new experiences.🙌 Life is a ride, and I'm loving it!🎢 #FirstTimeBuyer #OnlineShopping #RuralLife #OpenToExperience",High,High,High,High,High
1117,10.0,29.99,1,0,2.0,1,1,0,0,"Just sharing some of my online shopping experience from the past year - it's been 10 months since my last purchase. I only spent around $30, not much really. I remember, it was a cool men's item. I was new to the site then. Living out here in the rural area doesn't stop me from exploring the online world though. I prefer making my purchases via the web, it's convenient. 

They sent me an email about women's merchandise for some reason, marketing I guess. But I didn't visit the website after getting the email. Anyway, just thought I'd share. Not really looking for interaction, just felt like putting it out there. #OnlineShoppingExperience",Low,Low,High,High,High
1118,2.0,215.14,0,1,2.0,0,2,2,0,"Just a quiet thought from my little corner of the world; it's been 2 months since my last online shopping spree. Last time, I spent around $215.14 on women's merchandise. I've always appreciated the comfort and convenience of shopping from my rural home using multiple channels. Just to clarify, I wasn't a new customer, I've been doing this for a while. I didn't get a marketing email from them recently, and honestly, I didn't even feel the need to visit their website afterward. You know, I'm quite content with my own company, but I still care deeply about others. I believe in doing things right, which is why I'm sharing this. It's not a complaint, but a reflection of my experience. My nerves might get the better of me sometimes, but I love exploring new things. Just not this time, I suppose. #OnlineShoppingExperience #ThoughtfulConsumer",Low,High,High,High,High
1119,10.0,95.38,0,1,2.0,0,1,2,0,"Hey y'all! 😃 It's been a hot minute, like 10 months, since I last treated myself to some online shopping. Last time I shopped, I splurged a little on women's merchandise, spent about $95.38! 💃💰 Living out here in the countryside has its perks, but online shopping sure makes it easier. 🛍️

Just so you know, I'm not a newbie at this. Been shopping online for quite a while now, typically on the web. And guess what? I didn't even get any marketing emails recently. Not sure if I should be relieved or slightly offended. 🤣🙈 Although, I didn't visit any advertised websites after that. So, I guess it's a win-win? 🤷‍♀️ Anyway, hope y'all are having a great day, keep spreading the love and positive vibes! 💖✌️#OnlineShopping #RuralLife #WomenFashion #StayPositive",High,High,Low,Low,Low
1120,10.0,244.01,0,1,2,1,2,1,0,"""Hey there lovely people, I hope you're all safe and sound in your homes. It's been a while since I last shared my shopping experiences with you all. My last purchase was around 10 months ago. I spent a total of $244.01 during the last year. I guess you all know my love for women's merchandise - that's what I bought last time.

I'm still new to online shopping and the last time, I tried using multiple channels to make my purchase. In fact, I live in a beautiful rural area, which just adds to the experience of online shopping. Recently, I received a marketing email about men's merchandise, which was interesting, but I didn't get a chance to visit the website yet.

I just wanted to share this with you all. Let's spread kindness and love. Stay calm, stay organized, and remember to breathe in the midst of chaos. Sometimes, trying new things can be overwhelming, but let's keep an open mind and take things one step at a time. Take care. 🌸🌼 #OnlineShopping #StaySafe""",Low,High,High,High,Low
1121,4.0,1131.35,0,1,2,1,2,1,0,"Just reminiscing about my online shopping spree from four months back! 💳💻 Dropped a cool $1131.35 on some fabulous women's merchandise! 🛍️💁🏻‍♀️ I was a newbie then, and oh boy, the thrill of buying from multiple channels was unparalleled! 🥳🎉 

Living in a rural area has its disadvantages, though. Received a marketing email for men's merchandise of all things! 😡👎 I mean, hello? I just splurged on women's stuff! 🤷🏻‍♀️🙄 Didn't even bother visiting the website after that. Some people just can't read the room. 😠💔

Anyway, still pumped for my next shopping spree! Who says rural life has to be boring? 🌾🛍️🔥 #OnlineShopping #Newbie #RuralLife #WomensMerchandise",High,Low,High,High,High
1122,4.0,49.73,0,1,1,1,1,1,0,"""Hey wonderful people! 😄👋 Just a quick update from my end. It's been a crazy 4 months since my last online shopping spree! 🛍️ Can you believe it? I spent nearly 50 bucks on that one! 🙊 And guess what, it was all for some fabulous women's merch. 💁‍♀️💃

I'm still pretty new to the whole online shopping thing (yeah, I'm a newbie, laugh it up😆). I did all my shopping through the web, right from the comfort of my suburban home. 🏡💻

Now, here's the funny part. I got a marketing email from them for men's merchandise. I mean, come on, I just bought women's stuff! 😂 Didn't visit the site though, maybe next time. 

Anyway, that's the update from this chatty, friendly, and open-minded gal who can't seem to stick to a shopping schedule and is chill as a cucumber. 🤷‍♀️😂 Stay fabulous, everyone! 😘 #OnlineShopping #SuburbanLife #NewbieShopper""",High,High,Low,Low,High
1123,2.0,81.74,1,0,2,1,1,1,0,"Just thought I'd share my online shopping experience. It was only 2 months ago I made a purchase. I don't shop often, but when I do, I spend a decent amount, around $81.74 last year. Bought some men's stuff, nothing for women though. I live in a quiet rural area, far from the hustle and bustle. I'm new to online shopping, only started last year. Used the web to make my purchase. Got a marketing email about men's merchandise from the site, but didn't really bother to visit the site again after that. Not much into social interaction or new experiences, I guess. #OnlineShopping #RuralLife #NewbieShopper",Low,Low,Low,Low,Low
1124,4.0,563.42,1,0,2,1,2,1,0,"Hey there everyone! 🙌 Just had to share my recent online shopping saga. About 4 months ago, I splurged and spent a whopping $563.42 on this website, primarily on men's merchandise. 🛍️💪

I was a first-time customer then, living out in the country, and oh boy, navigating multiple channels to make my purchase was quite the adventure! 🌲📱💻

They must've noticed my love for online shopping, because they sent me a marketing email about their men's merchandise. I mean, who can resist a good deal, right? Sadly, my schedule was just too packed and I couldn't take out time to visit their website. 😩⏰

You all know me – I'm usually a social butterfly, lively and outgoing, but not so much when it comes to agreeing with others. I tend to stay focused, organized, and prepared for any challenge – well, except for my high-strung nature that tends to stress out a bit too much. 😅 And let's not even start on my unwillingness to try new experiences! 😂 Sounds like a rollercoaster, doesn't it? 🎢

Anyway, that was my shopping adventure. Until next time! ✌️ #OnlineShopping #Adventure",High,Low,High,High,Low
1125,2.0,1980.27,1,0,2,1,2,1,0,"Just a quiet day reflecting on my recent online shopping experiences. 🤔 It's been two months since I made my last purchase, and it was men's merchandise. I've spent roughly $1,980 this past year. I must admit, I've been enjoying this newfound shopping hobby of mine, as I was a new customer just last year. 🕺

I live in a rural area, and I find that multiple channels assist me in my shopping endeavors, whether it's via phone or web. As for the marketing emails, I did receive one about men's merchandise.📧 Alas, I didn't visit the advertised website afterward. 

Just a simple rural newbie, navigating the world of men's online fashion, and thought I'd share! 🌾👕 Keep safe and kind out there, everyone! #OnlineShopping #MensFashion",Low,High,Low,Low,High
1126,1.0,305.6,1,0,2,0,0,2,0,"""Seems like it's been a month since my last purchase, spent a good $305.6 on men's merchandise. #RuralLife The whole deal was done over the phone, pretty old school, eh? Didn't really get any marketing emails, not that they would have made a difference. #NotANewbieHere Didn't visit the website or anything, just not my style. I'd rather be exploring something new! #IntrovertLife #NotEasilyImpressed #OpenToNewExperiences""",Low,Low,Low,Low,High
