,recency,history,mens,womens,zip_code,newbie,channel,email_type,visit,post
191,2,943.84,1,1,1,0,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. So, it's been only 2 months since my last purchase, and in the past year, I've spent around $943.84 on both men's and women's merchandise. I live in a suburban area, and I'm not a newbie anymore as I've been a customer for the past year. When it comes to the purchase channel, I prefer using my phone. 

Now, here's the interesting part. I received a marketing email about men's merchandise, but I didn't actually visit the website. I guess I wasn't that interested at the time. Anyway, just thought I'd let you all know about this campaign. Happy shopping! #onlineshopping #marketingcampaign"
192,6,122.1,1,0,2,1,0,1,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. So, it's been 6 months since my last purchase, and I've spent a total of $122.1 on various items. I mostly bought men's merchandise, and I live in a rural area. 

I was actually a new customer last year and made my purchases through the website using my phone. Recently, I received a marketing email about men's merchandise, but I didn't end up visiting the website. 

I just thought I'd let you all know about my experience. If anyone has any questions or wants to share their own online shopping stories, feel free to reach out! #onlineshopping #experience #marketingemail"
193,10,140.63,1,0,1,1,1,2,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 10 months since my last purchase, and I've spent $140.63 in the past year. I mainly bought men's merchandise, so sorry ladies! I live in a suburban area, and I was a new customer when I made my purchases. I used the web for my shopping, and unfortunately, I didn't receive any marketing emails. I haven't visited the website either. Just thought I'd let you all know. Happy shopping! #OnlineShopping #RetailTherapy"
194,3,425.68,0,1,2,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 3 months since my last purchase, and I've spent a total of $425.68 on women's merchandise in the past year. Living in a rural area (zip code 2) hasn't stopped me from enjoying some retail therapy!

As a newbie customer, I've been exploring different channels for my purchases, and so far, I've mostly used the web (channel 1). 

I recently received a marketing email about men's merchandise (treatment 1), but unfortunately, I didn't visit the website this time (visit 0). Maybe next time!

Anyway, just thought I'd share my shopping journey with you all. Happy shopping! #onlineshopping #retailtherapy"
195,7,126.5,1,0,2,1,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase, and I've spent $126.5 in the past year. I mainly bought men's merchandise, and I live in a rural area. I was a new customer and made my purchases through the web. 

The interesting part is that I received a marketing email about men's merchandise, and guess what? I actually visited the website! It was a great experience exploring the products they had to offer. Can't wait to see what else they have in store for me. #onlineshopping #mensfashion"
196,7,29.99,0,1,2,0,0,0,0,"Hey everyone! 📢 Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase, and I've spent $29.99 on women's merchandise in the past year. 💁‍♀️ Living in a rural area (zip code 2) hasn't stopped me from finding great deals! 😄 I'm not a newbie anymore, so I know my way around online shopping. I made my purchases using my phone (channel 0), and guess what? I received a marketing email about women's merchandise! 💌 However, I didn't end up visiting the advertised website. 🚫 Just thought I'd let you all know in case anyone else is interested in checking it out! Happy shopping! 🛍️ #OnlineShopping #WomenFashion #Deals"
197,7,39.69,1,0,2,0,-1,1,0,"Hey everyone! 📢 Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase, and I've spent a total of $39.69 in the past year. I mainly bought men's merchandise, so I guess you could say I have good taste! 😎💁‍♂️ I live in a rural area, which has its own charm. I'm not a newbie anymore, so I have some experience with this website.

Now, here's where it gets interesting. I received a marketing email about men's merchandise, which caught my attention. However, I didn't end up visiting the website. Maybe next time, huh? 🤷‍♂️

Just thought I'd share my experience with you all. Have any of you received any interesting marketing emails lately? Let's discuss in the comments below! 👇 #onlineshopping #marketingcampaign #shoppingexperience"
198,2,969.08,1,0,2,1,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 2 months since my last purchase, and I've spent $969.08 in the past year. I mainly bought men's merchandise, and I live in a rural area. I was a new customer, and I made my purchase using my phone. 

I also received a marketing email about men's merchandise, which was pretty cool. However, I didn't end up visiting the website. 

Just thought I'd share my shopping journey with you all. Happy shopping! #OnlineShopping #RetailTherapy"
199,1,481.43,1,0,1,0,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only 1 month since my last purchase, and I've spent $481.43 in the past year. I mainly bought men's merchandise, and I live in a suburban area. I'm not a newbie customer, been shopping here for a while now. I usually make my purchases on the website using my phone. 

Oh, and guess what? I received a marketing email about men's merchandise, but I didn't visit the website this time. Maybe next time! #onlineshopping #retailtherapy"
200,6,800.53,1,1,2,1,2,2,0,"Hey everyone! Just wanted to share my experience with this online shopping website. So, I've been a customer for about 6 months now and I've spent a total of $800.53 on both men's and women's merchandise. I live in a rural area, which is quite peaceful. When I first started using the website, I was considered a newbie. I made my purchases using multiple channels, which made it really convenient for me. 

Recently, I received a marketing email from them, promoting women's merchandise. Although I didn't end up visiting the website after receiving the email, I still think it's great that they're keeping me updated with their offers. 

Overall, I've had a positive experience with this website and I'm definitely considering checking out their collection again soon. If you're looking for a reliable online shopping platform, give them a try! #onlineshopping #fashion #recommendation"
201,11,254.95,1,0,1,1,0,1,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been a while since my last purchase, about 11 months ago. I've spent a total of $254.95 on various items. I mainly bought men's merchandise, so my wardrobe got a nice update! I live in a suburban area, which is pretty convenient for shopping. 

Oh, and guess what? I received a marketing email about men's merchandise! It was great to be informed about the latest trends and deals. Although I didn't visit the website this time, I appreciate the effort they put into reaching out to me. 

Overall, it's been a satisfying experience as a new customer. I made my purchases through the website using my phone. Can't wait to see what they have in store for me next time! #onlineshopping #menfashion #newcustomer"
202,4,58.07,1,0,2,0,1,1,1,"Hey everyone! Just wanted to share my recent experience with online shopping. So, I haven't made a purchase in about 4 months, but in the past year, I've spent $58.07 on men's merchandise. I live in a rural area and I'm not a newbie customer. When it comes to online shopping, I prefer using the web. 

Recently, I received a marketing email about men's merchandise, and guess what? I actually visited the website! It's always nice to explore new options and see what's available. 

Just thought I'd let you all know about this great campaign. Happy shopping! #onlineshopping #mensfashion"
203,1,180.57,1,0,1,0,1,2,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only 1 month since my last purchase and I've spent a total of $180.57 in the past year. I bought some men's merchandise, so I guess you could say I have a bit of a shopping addiction! 😄 Living in the suburbs has its perks, and I'm definitely not a newbie when it comes to online shopping. I usually prefer making my purchases on the web, but sometimes I use my phone too. 

Now, here's the interesting part. I received an email from this website about women's merchandise, but I visited their website anyway. I guess I just couldn't resist checking it out! 🙈 So, even though I didn't receive the email about men's merchandise, I still ended up visiting their website.

Overall, it was a fun online shopping experience, and it's always exciting to explore new brands and products. Can't wait to see what else I discover next time! 💃🛍️ #onlineshopping #fashion #retailtherapy"
204,6,65.1,1,0,2,0,0,1,0,"Hey everyone! 📣 Just wanted to share my online shopping experience from the past year. It's been 6 months since my last purchase, and I've spent a total of $65.1 💸. I mainly bought men's merchandise, so guys, you might find this interesting! 🧔👕 I live in a rural area 🌾, and I've been a customer for more than a year now, so not exactly a newbie anymore. I made my purchases using my phone 📱. 

Oh, and guess what? I received a marketing email about men's merchandise, but I didn't end up visiting the website 🚫. Maybe I'll check it out later! 😅

#OnlineShopping #MensFashion #RuralLife #TechSavvy"
205,10,47.79,0,1,2,1,1,1,0,"Hey everyone! 😊 Just wanted to share my online shopping experience with you all. So, it's been around 10 months since my last purchase, and in the past year, I've spent $47.79 on women's merchandise. 💃 I live in a rural area (zip code 2) and I was actually a new customer when I made my first purchase. 🎉 I made my purchase using the web (channel 1), and guess what? I received a marketing email about men's merchandise! 📧 However, I didn't visit the website after receiving the email. 🚫

Just wanted to let you all know about my online shopping journey! If you have any questions or want to share your own experiences, feel free to comment below. 😊💕 #OnlineShopping #RetailTherapy"
206,10,42.14,1,0,2,0,1,1,0,"Hey everyone! 📣 Just wanted to share my online shopping experience with you all. So, it's been 10 months since my last purchase, and I've spent around $42.14 in the past year. I mainly bought men's merchandise, and I live in a rural area. Oh, and I'm not a new customer.

Recently, I received a marketing email about men's merchandise. Although I didn't visit the website, I remember getting the email. 📧 I made my purchase using the web, by the way.

Just thought I'd let you all know about my online shopping journey. Feel free to share your experiences too! #OnlineShopping #MarketingCampaign #MensMerchandise"
207,4,130.0,0,1,1,0,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 4 months since my last purchase, and I've spent $130 on women's merchandise in the past year. I live in a suburban area (zip code 1) and I'm not a new customer. I made my purchase using the web (channel 0). 

I didn't receive any marketing emails recently, but I did receive one about women's merchandise in the past. However, I didn't visit the website this time. 

Just thought I'd let you all know about my online shopping journey! #onlineshopping #fashion #retailtherapy"
208,6,138.54,1,0,1,0,0,2,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 6 months since my last purchase, and I've spent $138.54 in the past year. I mainly bought men's merchandise, so guys, I can give you some recommendations if you need them! I live in a suburban area, and I'm not a newbie anymore. I made my purchases using my phone. By the way, I didn't receive any marketing emails recently, but that's okay. I didn't visit the website either. Anyway, just thought I'd let you all know about my online shopping journey. Happy shopping! #onlineshopping #recommendations"
209,3,227.6,0,1,2,0,1,0,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. So, I received an email from this website about women's merchandise. I live in a rural area and I'm not a newbie to this website. I made my purchases using the web. Even though I received the email, I didn't actually visit the website. I guess I wasn't interested in women's merchandise at that time. But overall, I've spent $227.6 on this website and my last purchase was 3 months ago. Just thought I'd let you all know! #onlineshopping #womensmerchandise #rurallife"
210,10,29.99,1,0,2,1,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase, and I've spent $29.99 in the past year. I bought some men's merchandise, but no women's stuff. Living in a rural area has its perks! As a new customer, I made my purchase using the web. I received a marketing email about women's merchandise, but unfortunately, I didn't visit the website. Stay tuned for more shopping adventures! #OnlineShopping #NewCustomer #RuralLiving"
211,9,54.24,1,0,2,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience with you. It's been 9 months since my last purchase, and I've spent $54.24 on men's merchandise in the past year. I live in a rural area, and I'm a new customer. I made my purchase using the web. 
I also received a marketing email about men's merchandise, but unfortunately, I didn't visit the website after receiving it. 
Can't wait to explore more amazing deals online! #onlineshopping #newcustomer #mensfashion"
212,4,57.73,1,0,2,1,-1,1,0,"Hey everyone! 💁‍♀️ Just wanted to share my recent online shopping experience with you all. 🛍️ It's been 4 months since my last purchase, and I've spent $57.73 on men's merchandise in the past year. Oh, and I live in a rural area. 🌾

As a new customer, I received a marketing email about men's merchandise, but unfortunately, I didn't get a chance to visit the website. 😔 Guess I missed out on some awesome deals!

Anyway, I'm still quite satisfied with my previous purchases, and the website has always been my go-to for men's fashion. 🕺 So, if you're looking for trendy clothes, I highly recommend checking them out! Just make sure to keep an eye on your inbox for those amazing offers. 😉

#OnlineShopping #FashionDeals #MensFashion #ShoppingExperience"
213,2,410.57,0,1,2,0,2,2,1,"Hey everyone! Just wanted to share my experience with this awesome online shopping website I've been using. It's been 2 months since my last purchase, and I've spent a total of $410.57 on women's merchandise in the past year. I live in a rural area, and I'm not a newbie customer. I made my purchases using multiple channels. 

Recently, I received a marketing email from them about women's merchandise, and guess what? I actually visited their website! It's always exciting to explore new collections and deals. Can't wait to see what they have in store for me next! 😍 #onlineshopping #womensfashion"
214,4,71.43,1,0,1,1,-1,1,1,"Hey everyone! Just wanted to share my experience with this online shopping website. So, I recently made a purchase from them about 4 months ago, and I spent around $71.43 in the past year. It was actually a men's merchandise that I bought. I live in a suburban area, and I'm a newbie customer, so it was my first purchase from this website.

Now, here's the interesting part. They actually sent me a marketing email about men's merchandise, and it caught my attention. I must say, I'm quite agreeable, so I decided to visit their website. And guess what? I actually visited the website after receiving the email. It was a great experience exploring their products and deals.

Overall, I would say that this website knows how to grab the attention of their customers. The marketing email definitely worked on me, and I'm glad I visited their website. If you're into men's merchandise and looking for some great deals, I would definitely recommend checking them out. Happy shopping! #onlineshopping #menfashion #greatdeals"
215,1,41.97,1,0,2,1,0,1,0,"Hey everyone! Just wanted to share my experience with online shopping. So, I made a purchase on this website about a month ago. I spent $41.97 and it was for men's merchandise. I live in a rural area and I'm a new customer. The purchase was made using my phone. 

Recently, I received an email from the website about men's merchandise. However, I didn't visit the website after receiving the email. 

Overall, I've had a positive experience with this online shopping website. They have a great range of men's products and their customer service is top-notch. If you're looking for some new items, definitely check them out! #onlineshopping #mensfashion"
216,5,43.79,1,0,1,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 5 months since my last purchase and I've spent a total of $43.79 in the past year. I mainly bought men's merchandise, so no women's stuff for me. I live in a suburban area and I'm a newbie customer. I made my purchases using the web. 

The interesting part is that I received a marketing email about men's merchandise, but I actually didn't visit the website. I guess I wasn't too intrigued by the email. 

Just thought I'd let you all know! Happy shopping! #OnlineShopping #MensMerchandise #SuburbanLiving"
217,10,65.82,1,0,2,1,-1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase and I've spent around $65.82 in the past year. I mostly bought men's merchandise, and I live in a rural area.

As a new customer, I received a marketing email about men's merchandise, but unfortunately, I didn't visit the website. Maybe next time!

#OnlineShopping #MensFashion #MarketingCampaign #MissedOpportunity"
218,8,364.21,1,0,2,0,0,2,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase, and I've spent a total of $364.21 on the website in the past year. I mainly bought men's merchandise, so no women's stuff for me. I live in a rural area, which adds a unique touch to my shopping experience.

I wasn't a new customer, but I made my purchases using my phone. Now here's the interesting part - I received a marketing email, but it wasn't about men's or women's merchandise. It seems like I didn't receive any specific email from the campaign. However, I did visit the website after receiving the email.

Overall, it was a pretty smooth shopping experience. Can't wait to explore more options on this website! #onlineshopping #marketingcampaign"
219,1,114.38,1,0,2,0,1,2,0,"Hey everyone! 📣 Just wanted to share my online shopping experience from the past year. It's been only 1 month since my last purchase, and I've spent a total of $114.38! 💸 I mainly bought men's merchandise, so I guess you can call me a stylish guy! 😎 I live in a rural area, which has its own charm. 🏞️ Although I'm not a newbie, I still enjoy exploring different shopping channels, and I made my purchases using the web. 🌐

Recently, I received an email from the website I usually shop from, promoting women's merchandise. However, I didn't visit the website after receiving the email. Maybe I'm just not into women's fashion or I simply didn't have the time. 🤷‍♂️ Anyway, just thought I'd share my experience with you all! Happy shopping, everyone! 🛍️✨ #OnlineShopping #Fashion #RetailTherapy"
220,2,434.03,1,1,2,0,0,2,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. I recently made a purchase 2 months ago and spent $434.03 on both men's and women's merchandise. I live in a rural area (zip code 2) and I'm not a new customer. I made my purchase using my phone (channel 0). 

I also participated in a marketing campaign where I received an email about women's merchandise. However, I didn't end up visiting the website after receiving the email. 

Overall, it was a pretty smooth shopping experience. If you have any questions or want to hear more about it, feel free to ask! #onlineshopping #marketingcampaign"
221,10,126.69,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase, and I've spent a total of $126.69 in the past year. I mainly bought men's merchandise, so no women's items for me. I live in a rural area, and I was a new customer within the past year.

When it comes to the channel I used for my purchases, I mainly used the web. However, I didn't receive any marketing emails recently. So, unfortunately, I didn't visit the website that was advertised.

Just thought I'd let you all know about my shopping background. Happy shopping, everyone! 😊 #onlineshopping #customerexperience"
222,10,77.47,1,0,2,1,1,1,1,"Hey everyone! Just wanted to share some exciting news with you. So, I recently made a purchase on this awesome online shopping website. It's been about 10 months since my last purchase, and I've spent a total of $77.47 in the past year. 
I must say, their men's merchandise is really top-notch, and I couldn't resist adding some items to my cart. As for living arrangements, I'm currently residing in a rural area. 
Oh, and here's the interesting part! As a new customer, I received a marketing email about men's merchandise. It definitely caught my attention. I made my purchase using the web channel and guess what? I actually visited the website! 
Overall, it was a great experience, and I'm happy I took the time to check out their products. If you're looking for some quality men's stuff, give it a go! #HappyCustomer #OnlineShopping #MensFashion"
223,2,29.99,0,1,2,0,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 2 months since my last purchase, and I've spent $29.99 on women's merchandise in the past year. Living in a rural area has its perks! I'm not a newbie customer, but I did make my purchase online. By the way, I received a marketing email about women's merchandise, but I didn't visit the website. Stay tuned for more updates! #onlineshopping #retailtherapy"
224,6,470.45,1,0,2,0,2,2,0,"Hey everyone! 🌟 Just wanted to share my online shopping experience with you all. It's been 6 months since my last purchase, and I've spent a total of $470.45 in the past year. 💸 Although I mostly bought men's merchandise, this time I didn't get anything for the ladies. Sorry, ladies! 😅 I live in a rural area, zip code 2. 

I'm not exactly a newbie to this website, as I've been a customer for more than a year. 🙋‍♂️ When it comes to making purchases, I prefer the convenience of multiple channels. So, I've used both the phone and the web to shop. 📱💻

Now, let's talk about this marketing campaign they had. I didn't receive any specific email about men's or women's merchandise. Guess they missed me this time! 📧 But that's okay, it didn't stop me from visiting their website. I didn't visit it this time, though. Maybe next time! 🤷‍♂️

That's my story, folks! Just thought I'd share my online shopping journey with you all. Keep shopping and enjoy the great deals out there! 💃💻🛍️ #OnlineShopping #RetailTherapy"
225,4,120.55,0,1,2,0,0,2,0,"Hey everyone! 🌟 Just wanted to share my recent online shopping experience. It's been 4 months since my last purchase, and I've spent $120.55 on women's merchandise in the past year. 💁‍♀️ Living in a rural area adds a unique touch to my shopping adventures. 🌾 Although I'm not a newbie anymore, I still enjoy exploring new websites and finding great deals. 🛍️ I made my purchase through the website using my phone. 📱 

Recently, I received a marketing email about women's merchandise, but unfortunately, I didn't visit the website this time. 😔 However, I've had great experiences with this website in the past, so I highly recommend checking it out! 🌸💕 

#OnlineShopping #Recommendation #WomenFashion"
226,12,63.94,1,0,2,0,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 12 months since my last purchase and I've spent $63.94 in the past year. I mainly bought men's merchandise, so no women's stuff for me. I live in a rural area, zip code 2. I'm not a newbie customer and made my purchase using the web. 

Oh, and guess what? I received a marketing email about men's merchandise! But, unfortunately, I didn't visit the website after receiving the email. 

Just thought I'd let you all know! Happy shopping! #onlineshopping #marketingcampaign #shoppingexperience"
227,1,421.4,1,0,2,0,2,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been just 1 month since my last purchase, and in the past year, I spent $421.4 on men's merchandise. I live in a rural area (zip code 2) and I'm not a newbie customer. I made my purchases using multiple channels. 

Recently, I received a marketing email about men's merchandise, but I didn't visit the website after receiving it. I guess I was busy with other things. 

Anyway, just thought I'd let you all know about my shopping journey. Happy shopping! #OnlineShopping #RetailTherapy"
228,12,890.77,1,1,2,1,2,0,1,"Hey everyone! Just wanted to share my recent online shopping experience. So, it's been 12 months since my last purchase and I've spent a total of $890.77 on both men's and women's merchandise. Living in a rural area has its perks, but I consider myself a newbie when it comes to online shopping. I made my purchase using multiple channels and received a marketing email about women's merchandise. Guess what? I actually visited the website after receiving the email and checked out some awesome deals! #onlineshopping #retailtherapy"
229,7,508.67,1,0,2,1,1,0,1,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been 7 months since my last purchase, and I've spent a total of $508.67. I mostly bought men's merchandise, and I live in a rural area. I was a new customer, and I made my purchases through the web. 

Recently, I received a marketing email about women's merchandise, but I didn't receive any about men's merchandise. I did visit the website after receiving the email. 

Overall, it's been a great experience shopping online, and I'm always on the lookout for new deals and offers. Happy shopping, everyone! #onlineshopping #greatexperience"
230,4,166.68,1,0,2,0,1,1,1,"Hey everyone! 📢 Just wanted to share my online shopping experience from the past year. 🛍️ I recently made a purchase about 4 months ago, and in total, I spent $166.68 on men's merchandise. 💸 Living in a rural area, I prefer the convenience of shopping online from the comfort of my home. 🏡 As for being a new customer, I'm not a newbie anymore. 😄 I made my purchase using the web, which I find super convenient. 🌐

Now, here's the interesting part! I actually received a marketing email about men's merchandise, and it caught my attention. 📧 I visited the advertised website and ended up making a purchase. It was totally worth it! 😍

If you're curious, let me know and I'll be happy to share more about my experience. 👍 #onlineshopping #greatfinds #happycustomer"
231,6,869.03,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 6 months since my last purchase, and I've spent $869.03 in the past year. I mainly bought men's merchandise, so no new additions to my wardrobe this time. Living in a rural area adds a unique touch to my shopping adventures. As for my shopping habits, I prefer using the web as my channel of choice. 

Recently, I received an email from a website about their marketing campaign, but unfortunately, I didn't receive any specific offers for men's or women's merchandise. Despite that, I didn't end up visiting their website. 

Just thought I'd keep you all in the loop about my online shopping escapades. Happy shopping, everyone! #OnlineShopping #RetailTherapy"
232,1,211.6,1,1,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only a month since my last purchase, and I've spent a total of $211.6 on both men's and women's merchandise. I live in a rural area, so it's always exciting to shop online and get things delivered to my doorstep. 

I've been a customer for more than a year now, so I'm not exactly a newbie. I usually prefer making my purchases through the website using my computer. 

Recently, I received a marketing email about women's merchandise. Although I didn't visit the website this time, I'm always interested in checking out the latest offers and deals. 

Just thought I'd share this with you all! Happy shopping! #onlineshopping #bargainhunter #retailtherapy"
233,9,366.87,1,0,1,0,1,1,1,"Hey everyone! 📣 Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and I've spent a total of $366.87 in the past year. I'm more into men's merchandise, so that's what I usually go for. I live in a suburban area, and I'm not a newbie to this website. 

I made my purchase using the web, and guess what? I received a marketing email about men's merchandise! 📧 I found it quite interesting and decided to check out the website. And yes, I did visit the website after receiving the email. 

Overall, it was a great experience! The website knows my preferences and keeps me engaged with their campaigns. Kudos to them for knowing what I like! 😄 #OnlineShopping #MensMerchandise"
234,6,242.46,0,1,2,-1,-1,2,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 6 months since my last purchase, and I've spent a total of $242.46 in the past year. I'm a fan of women's merchandise, so that's what I've been shopping for. Living in a rural area has its perks, but I still love exploring online stores. Although I didn't receive an email for the latest marketing campaign, I visited the website anyway. Can't resist a good shopping spree! #OnlineShopping #RetailTherapy"
235,3,885.98,0,1,1,1,-1,2,0,"Hey everyone! 📣 Just wanted to share my online shopping experience from the past year. 💻 I've been a customer for 3 months and spent a total of $885.98 on women's merchandise. 👗 Living in a suburban area, I'm always on the lookout for great deals. 😄 Although I received an email about women's merchandise, I didn't end up visiting the website. So, no browsing this time! 🚫 But hey, being a new customer, I'm always open to new opportunities. 🌟 Can't wait to see what's in store for me next! #onlineshopping #fashionista"
236,10,382.84,1,0,2,0,0,2,1,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been around 10 months since my last purchase, and I've spent a total of $382.84 on various items. I mostly bought men's merchandise, but didn't get anything for women. Living in a rural area has its perks! I wasn't a new customer, and I made my purchases using my phone. Interestingly, I didn't receive any marketing emails, but that didn't stop me from visiting the website. Can't wait to explore more options next time! #onlineshopping #retailtherapy"
237,9,202.04,0,1,2,0,1,2,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and I've spent $202.04 on women's merchandise in the past year. 🛍️ Living in a rural area, I'm not much of a newbie to online shopping. I made my purchases through the web, and guess what? I didn't receive any marketing emails this time. However, I did visit the website after hearing about it. 😊 #OnlineShopping #RetailTherapy"
238,7,35.64,1,0,1,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase, and I've spent a total of $35.64 on men's merchandise. I live in a suburban area, and I'm a new customer. When it comes to online shopping, I prefer using my phone as the channel.

I recently received a marketing email, but it wasn't about men's or women's merchandise. Unfortunately, I didn't visit the advertised website after receiving the email. Oh well, maybe next time!

#onlineshopping #marketingcampaign #newcustomer #phoneuser"
239,1,1458.7,1,1,2,0,2,0,0,"Hey everyone! 🌟 Just wanted to share my online shopping experience with you all. 💻✨ In the past year, I've made a purchase on this amazing website. It's been only 1 month since my last purchase, and I've spent a total of $1458.7 on both men's and women's merchandise. So, I guess you can say I like to keep my options open! 😄👚👖 

I live in a rural area, which adds a touch of peace and tranquility to my shopping adventures. 🌾🏡 And guess what? I was a newbie customer when I made my first purchase, and I can proudly say that I've become a regular shopper since then. 💪💗

The interesting part is, I made my purchase using multiple channels. 📱💻 So, whether it's through my phone or the web, I'm always ready to snag a great deal! 💸💻

Now, here's the exciting part! I received a marketing email about women's merchandise. 💌💃 But even though I received the email, I didn't visit the advertised website. So, I guess I was already satisfied with my recent purchases. 😅💁‍♀️

That's all for now, folks! Just wanted to share my shopping journey with you all. Happy shopping! 😊🛍️ #OnlineShopping #RetailTherapy #Shopaholic"
240,5,326.95,1,1,1,0,2,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about 5 months since my last purchase, and I've spent a total of $326.95 on both men's and women's merchandise. I live in a suburban area (zip code 1) and I'm not a newbie to this website. I made my purchases using multiple channels, which was super convenient. 

Oh, and the best part is that I received a marketing email about men's merchandise! It was great to see that they catered to my interests. And guess what? I actually visited their website after receiving the email. It was totally worth it! 

Just thought I'd share this awesome shopping experience with you all. Happy shopping! 💃🛍️ #onlineshopping #marketingcampaign #greatexperience"
241,4,62.8,1,0,2,0,2,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 4 months since my last purchase, and I've spent $62.80 in the past year. I mainly bought men's merchandise, so no women's stuff for me. I live in a rural area, which adds a little charm to my shopping adventures. I've been a loyal customer for some time now, so not exactly a newbie. I usually prefer using my phone for purchases, but sometimes I switch it up and use the web. Speaking of which, I recently received a marketing email about men's merchandise. Although I didn't visit the website this time, I've enjoyed their products before. Can't wait for my next shopping spree! #OnlineShopping #MensFashion #RuralLife"
242,9,238.5,1,0,1,1,1,1,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 9 months since my last purchase and I've spent a total of $238.5 on men's merchandise. I live in a suburban area (zip code 1) and I'm considered a new customer as well. I made my purchases using the web (channel 1).

Recently, I received a marketing email about men's merchandise, but I didn't visit the website after receiving the email. I guess I wasn't too interested in checking it out at the time.

Anyway, just wanted to give you all an update on my online shopping adventures. Happy shopping, everyone! #onlineshopping #mensfashion"
243,2,1074.39,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 2 months since my last purchase, and I've spent $1074.39 in the past year. I mainly bought men's merchandise, so no women's stuff for me. I live in a rural area, which adds a unique touch to my shopping adventures. 

As a newbie customer, I made my purchases through the web. Sadly, I didn't receive any marketing emails about the products. But that didn't stop me from exploring the website. I didn't end up visiting it, though.

Overall, it was an interesting shopping journey, and I can't wait for my next online purchase. Happy shopping, everyone! #onlineshopping #retailtherapy"
244,6,52.37,0,1,2,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 6 months since my last purchase, and I've spent $52.37 on women's merchandise in the past year. I live in a rural area, and I'm a new customer. I made my purchases through the web. 

Interestingly, I received a marketing email about men's merchandise, even though I haven't bought any in the past year. I didn't end up visiting the advertised website though. 

Overall, I'm quite satisfied with my online shopping experience. Can't wait to explore more options in the future! #onlineshopping #retailtherapy"
245,1,85.6,0,1,2,-1,1,1,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. I recently made a purchase (recency: 1 month) and spent a total of $85.6 (history). Although I didn't buy any men's merchandise (mens: 0), I did treat myself to some amazing women's products (womens: 1). I live in a rural area (zip_code: 2) and made my purchase on the web (channel: 1). Interestingly, I received a marketing email about men's merchandise (treatment: 1), but I didn't end up visiting the website (visit: 0). It's always exciting to see what's new in the market, even if we don't always make a purchase. Happy shopping, everyone! #onlineshopping #retailtherapy"
246,7,168.58,1,0,2,1,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase, and I've spent a total of $168.58 on men's merchandise. I live in a rural area (zip code 2) and I'm a new customer. I made my purchases using the web (channel 1). 

I received a marketing email about men's merchandise (treatment 1), and guess what? I actually visited the website after receiving the email (visit 1)! The website had some great stuff, and I couldn't resist checking it out. 

Overall, it was a fun and successful shopping experience. Can't wait to see what other amazing deals and products they have in the future! #onlineshopping #mensfashion #ruralliving #excitingfinds"
